s3_eventTime,inference_time,input_image,timestamp,transfer_time
2024-07-07T20:18:18.503Z,0.7403950691223145,s3://wolke-sieben-bucket-paul/000000003065.jpg,2024-07-07T20:18:20.634784,0.6080350875854492
2024-07-07T20:17:32.884Z,0.7364239692687988,s3://wolke-sieben-bucket-paul/000000000178.jpg,2024-07-07T20:17:35.246087,0.5024714469909668
2024-07-07T20:17:26.500Z,1.1763255596160889,s3://wolke-sieben-bucket-paul/000000000063.jpg,2024-07-07T20:17:31.154495,0.6416785717010498
2024-07-07T20:18:15.460Z,0.7233054637908936,s3://wolke-sieben-bucket-paul/000000001195.jpg,2024-07-07T20:18:17.090732,0.8549461364746094
2024-07-07T20:17:51.636Z,0.7357945442199707,s3://wolke-sieben-bucket-paul/000000000554.jpg,2024-07-07T20:17:53.046580,0.374011754989624
2024-07-07T20:18:10.532Z,0.725409746170044,s3://wolke-sieben-bucket-paul/000000001097.jpg,2024-07-07T20:18:12.102954,0.6068589687347412
2024-07-07T20:17:44.071Z,0.7248589992523193,s3://wolke-sieben-bucket-paul/000000000427.jpg,2024-07-07T20:17:45.885084,0.5199465751647949
2024-07-07T20:17:30.761Z,0.7357828617095947,s3://wolke-sieben-bucket-paul/000000000128.jpg,2024-07-07T20:17:33.049739,0.49911952018737793
2024-07-07T20:18:20.711Z,0.7245359420776367,s3://wolke-sieben-bucket-paul/000000003086.jpg,2024-07-07T20:18:22.664387,0.44515442848205566
2024-07-07T20:17:50.526Z,0.7405083179473877,s3://wolke-sieben-bucket-paul/000000000549.jpg,2024-07-07T20:17:52.285084,0.4776785373687744
2024-07-07T20:18:07.033Z,0.7337324619293213,s3://wolke-sieben-bucket-paul/000000000953.jpg,2024-07-07T20:18:09.398216,0.4541971683502197
2024-07-07T20:17:57.169Z,0.7198455333709717,s3://wolke-sieben-bucket-paul/000000000676.jpg,2024-07-07T20:17:58.702085,0.5868866443634033
2024-07-07T20:17:37.465Z,0.7256073951721191,s3://wolke-sieben-bucket-paul/000000000212.jpg,2024-07-07T20:17:39.584149,0.47816967964172363
2024-07-07T20:18:16.542Z,0.7353091239929199,s3://wolke-sieben-bucket-paul/000000001242.jpg,2024-07-07T20:18:18.549815,0.9078760147094727
2024-07-07T20:17:52.684Z,0.7397739887237549,s3://wolke-sieben-bucket-paul/000000000570.jpg,2024-07-07T20:17:54.029417,0.6072037220001221
2024-07-07T20:18:01.470Z,0.7274489402770996,s3://wolke-sieben-bucket-paul/000000000774.jpg,2024-07-07T20:18:03.432551,0.4770193099975586
2024-07-07T20:18:19.488Z,0.7208354473114014,s3://wolke-sieben-bucket-paul/000000003081.jpg,2024-07-07T20:18:21.792389,0.6079027652740479
2024-07-07T20:18:22.714Z,0.7367329597473145,s3://wolke-sieben-bucket-paul/000000003104.jpg,2024-07-07T20:18:24.297347,0.4682302474975586
2024-07-07T20:18:02.374Z,0.723576545715332,s3://wolke-sieben-bucket-paul/000000000851.jpg,2024-07-07T20:18:04.043305,0.7172737121582031
2024-07-07T20:17:54.966Z,0.7145814895629883,s3://wolke-sieben-bucket-paul/000000000662.jpg,2024-07-07T20:17:56.517990,0.6115641593933105
2024-07-07T20:17:49.850Z,0.7348034381866455,s3://wolke-sieben-bucket-paul/000000000535.jpg,2024-07-07T20:17:52.085572,0.6284058094024658
2024-07-07T20:17:31.892Z,0.7637476921081543,s3://wolke-sieben-bucket-paul/000000000161.jpg,2024-07-07T20:17:33.960853,0.532618522644043
2024-07-07T20:17:38.595Z,0.7204446792602539,s3://wolke-sieben-bucket-paul/000000000251.jpg,2024-07-07T20:17:40.701706,0.45023155212402344
2024-07-07T20:17:40.842Z,0.7373197078704834,s3://wolke-sieben-bucket-paul/000000000311.jpg,2024-07-07T20:17:42.657300,0.5082995891571045
2024-07-07T20:18:05.336Z,0.7384514808654785,s3://wolke-sieben-bucket-paul/000000000890.jpg,2024-07-07T20:18:06.983117,0.7182247638702393
2024-07-07T20:18:03.296Z,0.7347702980041504,s3://wolke-sieben-bucket-paul/000000000870.jpg,2024-07-07T20:18:05.646569,0.6381394863128662
2024-07-07T20:18:10.015Z,0.7590799331665039,s3://wolke-sieben-bucket-paul/000000001076.jpg,2024-07-07T20:18:12.056186,0.7498362064361572
2024-07-07T20:18:11.038Z,0.7408404350280762,s3://wolke-sieben-bucket-paul/000000001118.jpg,2024-07-07T20:18:13.639906,0.6149177551269531
2024-07-07T20:18:09.408Z,0.7350554466247559,s3://wolke-sieben-bucket-paul/000000001024.jpg,2024-07-07T20:18:11.045519,1.5720407962799072
2024-07-07T20:18:24.291Z,0.7400856018066406,s3://wolke-sieben-bucket-paul/000000003111.jpg,2024-07-07T20:18:26.040074,0.5903561115264893
2024-07-07T20:17:39.465Z,0.7447350025177002,s3://wolke-sieben-bucket-paul/000000000275.jpg,2024-07-07T20:17:41.625148,0.653785228729248
2024-07-07T20:18:11.960Z,0.8038768768310547,s3://wolke-sieben-bucket-paul/000000001127.jpg,2024-07-07T20:18:14.240798,1.3888881206512451
